Wall time,Step,Value
1658799482.3153114,9,0.38990187644958496
1658799486.585254,19,0.3513964116573334
1658799490.2312617,29,0.30881616473197937
1658799495.8362973,39,0.2939908504486084
1658799499.4012928,49,0.24699462950229645
1658799502.9502995,59,0.22907651960849762
1658799506.5523071,69,0.22423717379570007
1658799511.7621315,79,0.21384459733963013
1658799515.349133,89,0.21683578193187714
1658799518.8981323,99,0.2019701898097992
1658799524.038935,109,0.19710765779018402
1658799527.6519365,119,0.15268047153949738
1658799531.2379346,129,0.17584171891212463
1658799534.817934,139,0.14878565073013306
1658799540.0341637,149,0.1286129355430603
1658799543.5801654,159,0.17272594571113586
1658799547.169162,169,0.12170593440532684
1658799550.7431643,179,0.12211059033870697
1658799555.9808059,189,0.1600898802280426
1658799559.545804,199,0.13551734387874603
1658799563.1308045,209,0.11196301877498627
1658799568.3411908,219,0.14186149835586548
1658799571.939187,229,0.11347714066505432
1658799575.5411863,239,0.12545539438724518
1658799579.104188,249,0.09460709989070892
1658799584.270178,259,0.11833098530769348
1658799587.894198,269,0.11373908817768097
1658799591.4951818,279,0.13908959925174713
1658799596.6172156,289,0.11620408296585083
1658799600.2192159,299,0.11569724977016449
1658799603.7592149,309,0.13301031291484833
1658799607.3562229,319,0.10664811730384827
1658799612.5785916,329,0.09424971044063568
1658799616.1315851,339,0.11416381597518921
1658799619.7166128,349,0.07825301587581635
1658799623.3825846,359,0.07612884044647217
1658799628.5341883,369,0.11067065596580505
1658799632.1181917,379,0.0915437787771225
1658799635.6841877,389,0.0876365453004837
1658799640.8420327,399,0.14565569162368774
1658799644.387032,409,0.0803840160369873
1658799647.9430346,419,0.10813885927200317
1658799651.5480616,429,0.10225598514080048
1658799656.6490614,439,0.09621953964233398
1658799660.2320848,449,0.09475816786289215
1658799663.829063,459,0.10707676410675049
1658799669.0442464,469,0.11700275540351868
1658799672.6172457,479,0.09607116878032684
1658799676.198245,489,0.11449305713176727
1658799679.7822459,499,0.0828285664319992
1658799684.9306269,509,0.06676895916461945
1658799688.5336409,519,0.11975617706775665
1658799692.0716279,529,0.06594404578208923
1658799695.6826274,539,0.0678478479385376
1658799700.8969867,549,0.10514156520366669
1658799704.4669843,559,0.10811874270439148
1658799708.0309806,569,0.08402858674526215
1658799713.2747927,579,0.106236532330513
1658799716.8478067,589,0.07844860851764679
1658799720.4387922,599,0.08664567768573761
1658799724.038797,609,0.0872892439365387
1658799729.2570174,619,0.0867462307214737
1658799732.8230155,629,0.10690818727016449
1658799736.4070156,639,0.1576799601316452
1658799741.599379,649,0.10087969899177551
1658799745.200376,659,0.056399136781692505
1658799748.756394,669,0.0922636091709137
1658799752.3223777,679,0.09334567189216614
1658799757.5075192,689,0.0799780786037445
1658799761.0615482,699,0.1117670089006424
1658799764.6565201,709,0.061622679233551025
1658799768.2445245,719,0.08122281730175018
1658799773.4778724,729,0.12688703835010529
1658799777.0358887,739,0.08416780829429626
1658799780.6178734,749,0.08174100518226624
1658799785.77776,759,0.11433358490467072
1658799789.3387601,769,0.07642845809459686
1658799792.9207604,779,0.0662781298160553
1658799796.4987602,789,0.07568030059337616
1658799801.660446,799,0.08042728900909424
1658799805.2184362,809,0.10943256318569183
1658799808.8084338,819,0.121153324842453
1658799814.0251746,829,0.10170494019985199
1658799817.6121817,839,0.07308684289455414
1658799821.200173,849,0.09678472578525543
1658799824.7691905,859,0.06245297193527222
1658799829.9837039,869,0.06189142167568207
1658799833.5557048,879,0.1041300892829895
1658799837.1326973,889,0.052500322461128235
1658799840.7086997,899,0.05814020335674286
1658799845.893102,909,0.09855137765407562
1658799849.4941049,919,0.08235864341259003
1658799853.0531006,929,0.061792969703674316
1658799858.2336774,939,0.06307616829872131
1658799861.8546865,949,0.06938774883747101
1658799865.4366755,959,0.0860954076051712
1658799869.0596874,969,0.09081053733825684
1658799874.2508857,979,0.09106236696243286
1658799877.8338828,989,0.10945858061313629
1658799881.3928924,999,0.1184714287519455
1658799886.5816317,1009,0.09253695607185364
1658799890.149632,1019,0.04274378716945648
1658799893.7176316,1029,0.07372312247753143
1658799897.3326316,1039,0.05847422778606415
1658799902.5161223,1049,0.047675445675849915
1658799906.0871222,1059,0.08717356622219086
1658799909.668126,1069,0.04527297616004944
1658799913.2631214,1079,0.05268889665603638
1658799918.4488842,1089,0.09294535219669342
1658799922.000906,1099,0.08313137292861938
1658799925.5798957,1109,0.04735560715198517
1658799930.7608573,1119,0.10093562304973602
1658799934.3528576,1129,0.07169784605503082
1658799937.957867,1139,0.05730104446411133
1658799941.5309076,1149,0.07950267195701599
1658799946.7991023,1159,0.08608490228652954
1658799950.4101205,1169,0.12152785062789917
1658799953.9791305,1179,0.08445727825164795
1658799959.1802044,1189,0.08597917854785919
1658799962.7951884,1199,0.05991111695766449
1658799966.3811932,1209,0.08562120795249939
1658799970.0081942,1219,0.0657052993774414
1658799975.165418,1229,0.05386026203632355
1658799978.7434235,1239,0.10862098634243011
1658799982.3814185,1249,0.044099316000938416
1658799985.9764218,1259,0.06960763037204742
1658799991.1910083,1269,0.0734323114156723
1658799994.7729955,1279,0.0889519602060318
1658799998.4009953,1289,0.05736963450908661
1658800003.5652359,1299,0.07996785640716553
1658800007.1382065,1309,0.0638001412153244
1658800010.762209,1319,0.061693206429481506
1658800014.3372295,1329,0.05992363393306732
1658800019.5431893,1339,0.0730840265750885
1658800023.1081893,1349,0.06627216935157776
1658800026.6571887,1359,0.10172379016876221
1658800031.8157132,1369,0.1083153635263443
1658800035.409717,1379,0.043444469571113586
1658800038.971713,1389,0.08049362897872925
1658800042.5687141,1399,0.05872555077075958
1658800047.717769,1409,0.05953894555568695
1658800051.329797,1419,0.10930652916431427
1658800054.9047759,1429,0.05629773437976837
1658800058.512769,1439,0.053285151720047
1658800063.6828887,1449,0.09319120645523071
