Wall time,Step,Value
1658880883.3289347,9,0.35714536905288696
1658880898.9638684,19,0.3077033758163452
1658880914.754901,29,0.24518735706806183
1658880946.4481735,39,0.25605764985084534
1658880975.1960897,49,0.1819639801979065
1658881003.3000576,59,0.18794763088226318
1658881031.5660563,69,0.18257880210876465
1658881061.507806,79,0.1799340695142746
1658881089.6138687,89,0.20308776199817657
1658881117.8029768,99,0.19935235381126404
1658881148.2949784,109,0.180936798453331
1658881177.463974,119,0.15014733374118805
1658881206.6640284,129,0.16232585906982422
1658881235.7209766,139,0.13073019683361053
1658881265.395854,149,0.13010917603969574
1658881293.490849,159,0.14511020481586456
1658881321.5888815,169,0.10180255770683289
1658881350.6988719,179,0.10749641060829163
1658881381.6201086,189,0.1295619159936905
1658881410.8551223,199,0.13698706030845642
1658881439.982126,209,0.1102634072303772
1658881471.2181132,219,0.13259257376194
1658881500.756111,229,0.07994423806667328
1658881530.065113,239,0.10785561800003052
1658881559.175131,249,0.11048577725887299
1658881590.2716267,259,0.09734715521335602
1658881619.3727212,269,0.1092890053987503
1658881648.4966257,279,0.13623209297657013
1658881679.5123107,289,0.11316105723381042
1658881708.588371,299,0.090036541223526
1658881737.6783152,309,0.14190395176410675
1658881766.931316,319,0.09762287139892578
1658881797.7284904,329,0.08819335699081421
1658881826.7694707,339,0.13913853466510773
1658881855.8204732,349,0.07309722900390625
1658881884.8954718,359,0.08249936997890472
1658881915.3733788,369,0.131850928068161
1658881943.5097299,379,0.1359259933233261
1658881971.6727288,389,0.08544322848320007
1658882001.5389988,399,0.12240615487098694
1658882029.5959368,409,0.08380533754825592
1658882057.6938145,419,0.10086663067340851
1658882086.2248008,429,0.08132204413414001
1658882116.282798,439,0.1007859855890274
1658882145.3227978,449,0.1252080500125885
1658882173.8087971,459,0.12372227013111115
1658882203.347067,469,0.11144910752773285
1658882231.162241,479,0.06949302554130554
1658882258.9982383,489,0.10340926051139832
1658882286.7951846,499,0.07597267627716064
1658882316.2295778,509,0.07168133556842804
1658882344.0352292,519,0.10937190055847168
1658882371.824942,529,0.0649666041135788
1658882399.6529295,539,0.07736489176750183
1658882429.177853,549,0.12737123668193817
1658882457.0378528,559,0.09875035285949707
1658882484.8268628,569,0.06934191286563873
1658882514.3028672,579,0.09840995073318481
1658882542.0818675,589,0.06651182472705841
1658882569.8898838,599,0.06751956045627594
1658882597.701931,609,0.08852905035018921
1658882627.187344,619,0.09108489751815796
1658882655.0543532,629,0.11708734929561615
1658882682.8656628,639,0.12817920744419098
1658882712.3781757,649,0.09504091739654541
1658882740.2771652,659,0.0613657683134079
1658882768.0921574,669,0.0981350988149643
1658882795.887957,679,0.07776612043380737
1658882825.3705914,689,0.08973529934883118
1658882853.165316,699,0.11918027698993683
1658882880.9421353,709,0.07194148004055023
1658882908.760549,719,0.0833745151758194
1658882938.2109005,729,0.10151967406272888
1658882966.0128806,739,0.11015951633453369
1658882993.8309255,749,0.07632318139076233
1658883023.2761815,759,0.10188348591327667
1658883051.0895522,769,0.06328968703746796
1658883078.9193285,779,0.06725990772247314
1658883106.6846678,789,0.08882273733615875
1658883136.219195,799,0.08372335135936737
1658883164.0152233,809,0.11516633629798889
1658883191.8532407,819,0.1347196102142334
1658883221.3583598,829,0.08821582794189453
1658883249.1150155,839,0.05864621698856354
1658883276.9200175,849,0.11017192900180817
1658883304.7790673,859,0.08359633386135101
1658883334.2452242,869,0.0642019510269165
1658883362.0025384,879,0.0965171605348587
1658883389.845258,889,0.05549934506416321
1658883417.6222966,899,0.06222638487815857
1658883447.095931,909,0.1188000738620758
1658883474.863176,919,0.06756167113780975
1658883502.7017698,929,0.07435385882854462
1658883532.147688,939,0.0903608500957489
1658883559.9826653,949,0.06420396268367767
1658883587.751727,959,0.07467654347419739
1658883615.5671067,969,0.0781112015247345
1658883645.0549555,979,0.08882248401641846
1658883672.8136048,989,0.09767569601535797
1658883700.6056044,999,0.11658486723899841
1658883730.080005,1009,0.08375222980976105
1658883757.8910487,1019,0.07217685878276825
1658883785.746008,1029,0.1075030118227005
1658883813.5600019,1039,0.07848872244358063
1658883843.0079646,1049,0.06868693232536316
1658883870.8179653,1059,0.10922658443450928
1658883898.5969872,1069,0.05721171200275421
1658883926.3635004,1079,0.05222521722316742
1658883955.8179684,1089,0.09082247316837311
1658883983.616957,1099,0.08864700794219971
1658884011.4379587,1109,0.06901036202907562
1658884040.9885619,1119,0.0773206353187561
1658884068.7863522,1129,0.05847722291946411
1658884096.6237638,1139,0.06299810111522675
1658884124.4367645,1149,0.06373099982738495
1658884153.8964593,1159,0.06232261657714844
1658884181.7455552,1169,0.10026238858699799
1658884209.52682,1179,0.08476169407367706
1658884238.9876945,1189,0.0784146785736084
1658884266.8537023,1199,0.048612236976623535
1658884294.6376894,1209,0.07937206327915192
1658884322.4601326,1219,0.052675604820251465
1658884351.9767022,1229,0.06234358251094818
