Wall time,Step,Value
1658799482.3153114,9,0.22752730548381805
1658799486.585254,19,0.2544472813606262
1658799490.2312617,29,0.4067184031009674
1658799495.8362973,39,0.5667259693145752
1658799499.4023287,49,0.5216402411460876
1658799502.9502995,59,0.6562580466270447
1658799506.5523071,69,0.6171279549598694
1658799511.7621315,79,0.566141664981842
1658799515.349133,89,0.548908531665802
1658799518.8981323,99,0.63876873254776
1658799524.038935,109,0.5936989188194275
1658799527.6519365,119,0.6642190217971802
1658799531.2379346,129,0.6334710121154785
1658799534.817934,139,0.6867864727973938
1658799540.0341637,149,0.7185280919075012
1658799543.5801654,159,0.520255982875824
1658799547.169162,169,0.7024997472763062
1658799550.7431643,179,0.7386816740036011
1658799555.9808059,189,0.6223443150520325
1658799559.545804,199,0.6483165621757507
1658799563.1308045,209,0.7232981324195862
1658799568.3411908,219,0.7467493414878845
1658799571.939187,229,0.6513166427612305
1658799575.5411863,239,0.7027636766433716
1658799579.104188,249,0.7842002511024475
1658799584.270178,259,0.6338353753089905
1658799587.8952394,269,0.6872999668121338
1658799591.4951818,279,0.7271922826766968
1658799596.6172156,289,0.6911342740058899
1658799600.2192159,299,0.5973934531211853
1658799603.7602112,309,0.6331983208656311
1658799607.3562229,319,0.6987594962120056
1658799612.5785916,329,0.6949673295021057
1658799616.1315851,339,0.6478611826896667
1658799619.7166128,349,0.7569546103477478
1658799623.3825846,359,0.8008358478546143
1658799628.5341883,369,0.7150315642356873
1658799632.1181917,379,0.7151788473129272
1658799635.6841877,389,0.7528833746910095
1658799640.8420327,399,0.6840754747390747
1658799644.387032,409,0.6757827997207642
1658799647.944033,419,0.756813108921051
1658799651.5480616,429,0.7282100319862366
1658799656.6500707,439,0.6827664971351624
1658799660.2320848,449,0.6978002190589905
1658799663.829063,459,0.7330297231674194
1658799669.0442464,469,0.6947022676467896
1658799672.6172457,479,0.6480306386947632
1658799676.198245,489,0.6749994158744812
1658799679.7822459,499,0.7377418875694275
1658799684.9306269,509,0.7343242168426514
1658799688.5336409,519,0.5183754563331604
1658799692.0716279,529,0.7534890174865723
1658799695.6826274,539,0.8076108694076538
1658799700.8969867,549,0.7251651883125305
1658799704.4669843,559,0.6330785751342773
1658799708.0309806,569,0.7723557949066162
1658799713.2747927,579,0.7889413833618164
1658799716.8478067,589,0.6377969980239868
1658799720.4387922,599,0.797318696975708
1658799724.038797,609,0.7750623226165771
1658799729.2570174,619,0.7161386013031006
1658799732.8230155,629,0.6708977222442627
1658799736.4070156,639,0.62642902135849
1658799741.599379,649,0.7209812998771667
1658799745.200376,659,0.771622359752655
1658799748.756394,669,0.7512139678001404
1658799752.3223777,679,0.7075526714324951
1658799757.5075192,689,0.7419025897979736
1658799761.0615482,699,0.5692687630653381
1658799764.6565201,709,0.7929758429527283
1658799768.2445245,719,0.770171582698822
1658799773.4778724,729,0.6396552324295044
1658799777.0358887,739,0.7093579769134521
1658799780.6178734,749,0.7555534243583679
1658799785.77776,759,0.7684796452522278
1658799789.3387601,769,0.7081528902053833
1658799792.9207604,779,0.8217541575431824
1658799796.4987602,789,0.7917659282684326
1658799801.660446,799,0.7417066097259521
1658799805.2184362,809,0.6680163145065308
1658799808.809431,819,0.6810263395309448
1658799814.0251746,829,0.750346302986145
1658799817.6131723,839,0.7370625138282776
1658799821.200173,849,0.7547226548194885
1658799824.7691905,859,0.8034761548042297
1658799829.9837039,869,0.7397641539573669
1658799833.5557048,879,0.6066829562187195
1658799837.1326973,889,0.8200217485427856
1658799840.7097008,899,0.8356476426124573
1658799845.893102,909,0.7574261426925659
1658799849.4941049,919,0.7368980646133423
1658799853.0531006,929,0.827544629573822
1658799858.2336774,939,0.8699161410331726
