Wall time,Step,Value
1658794988.9221861,9,0.3401702344417572
1658794997.2281663,19,0.3170181214809418
1658795005.1562169,29,0.42893826961517334
1658795014.9841688,39,0.604101836681366
1658795022.8721654,49,0.4953577518463135
1658795030.7602055,59,0.6576472520828247
1658795038.640306,69,0.6433554887771606
1658795048.1872005,79,0.6207379102706909
1658795056.0451548,89,0.5526335835456848
1658795063.9221535,99,0.6943405270576477
1658795073.4446704,109,0.6354530453681946
1658795081.3156722,119,0.6298983097076416
1658795089.1736643,129,0.6622470617294312
1658795097.0406651,139,0.7220888137817383
1658795106.5721645,149,0.5939565896987915
1658795114.4651878,159,0.4843239486217499
1658795122.3241653,169,0.6892236471176147
1658795130.170168,179,0.7202279567718506
1658795139.6668584,189,0.6564024686813354
1658795147.518869,199,0.6467530727386475
1658795155.387893,209,0.6650553345680237
1658795164.898187,219,0.7170975804328918
1658795172.767033,229,0.6938347220420837
1658795180.6360314,239,0.7701438069343567
1658795188.4980347,249,0.6769507527351379
1658795197.9793124,259,0.6417219042778015
1658795205.8672407,269,0.6199227571487427
1658795213.7233012,279,0.650867760181427
1658795223.2511947,289,0.6676811575889587
1658795231.1158712,299,0.65865558385849
1658795238.9728863,309,0.6155250072479248
1658795246.8539224,319,0.6417106986045837
1658795256.3562615,329,0.7176753282546997
1658795264.203086,339,0.5982733964920044
1658795272.0510814,349,0.735390841960907
1658795279.9100752,359,0.7725265026092529
1658795289.403877,369,0.7617445588111877
1658795297.2638483,379,0.6262012720108032
1658795305.1268442,389,0.7959818243980408
1658795314.5927444,399,0.7543116807937622
1658795322.4777675,409,0.6468201875686646
1658795330.3427656,419,0.7473080158233643
1658795338.221732,429,0.7327037453651428
1658795347.7298598,439,0.7086118459701538
1658795355.5868585,449,0.6357725262641907
1658795363.4368603,459,0.7465935945510864
1658795372.9251914,469,0.6868450045585632
1658795380.788213,479,0.6956964135169983
1658795388.6513226,489,0.7226012349128723
1658795396.5231767,499,0.7920970320701599
1658795403.511165,509,0.747900128364563
1658795407.031163,519,0.5518328547477722
1658795410.5621595,529,0.7628586888313293
1658795414.1011853,539,0.8045057058334351
1658795419.2541218,549,0.7597631812095642
1658795422.7941308,559,0.7010979652404785
1658795426.3281147,569,0.7966052889823914
1658795431.4589596,579,0.766291618347168
1658795435.0029626,589,0.6896069645881653
1658795438.5459707,599,0.7715137600898743
1658795442.15296,609,0.7449096441268921
1658795447.2741997,619,0.5980968475341797
1658795450.8502076,629,0.6840912103652954
1658795454.407198,639,0.7450037002563477
1658795459.646145,649,0.7527951598167419
1658795463.219182,659,0.6932188272476196
1658795466.7801456,669,0.6869136691093445
1658795470.3471446,679,0.7491315007209778
1658795475.5421922,689,0.7600276470184326
1658795479.1341896,699,0.5515403151512146
1658795482.7211866,709,0.7688385248184204
1658795486.3142083,719,0.7866818308830261
1658795491.5211868,729,0.7046833634376526
1658795495.0901866,739,0.6891663670539856
1658795498.6771867,749,0.7763630747795105
1658795503.8155131,759,0.7763940691947937
1658795507.3764634,769,0.6940146088600159
1658795510.9194634,779,0.7990636825561523
1658795514.5054953,789,0.7582926154136658
1658795519.7441869,799,0.7052299380302429
1658795523.2822149,809,0.6473259925842285
1658795526.8341854,819,0.7865619659423828
1658795531.996186,829,0.7640955448150635
1658795535.5372086,839,0.7862485647201538
1658795539.1121943,849,0.7447514533996582
1658795542.706189,859,0.8024953007698059
1658795547.853201,869,0.7296326756477356
1658795551.4731882,879,0.6094725131988525
1658795555.0781875,889,0.809442937374115
1658795558.7051916,899,0.8128870725631714
1658795563.9178061,909,0.7749197483062744
1658795567.4888134,919,0.761610209941864
1658795571.0888007,929,0.8216691017150879
1658795576.3339782,939,0.7520257234573364
1658795579.9179673,949,0.7247422337532043
1658795583.506969,959,0.8235822916030884
1658795587.0949676,969,0.7194781303405762
1658795592.2862003,979,0.7616648077964783
1658795595.8912015,989,0.6956260204315186
1658795599.459218,999,0.7195991277694702
1658795604.6906028,1009,0.7576156854629517
1658795608.2626126,1019,0.7759527564048767
1658795611.8376021,1029,0.7229107618331909
1658795615.382653,1039,0.7365410923957825
1658795620.5901854,1049,0.7526113986968994
1658795624.1751745,1059,0.5865175724029541
1658795627.787192,1069,0.8263545632362366
1658795631.3841717,1079,0.7723392844200134
1658795636.6218941,1089,0.7803394198417664
1658795640.1859097,1099,0.739136278629303
1658795643.8099077,1109,0.8243837356567383
1658795648.989143,1119,0.8155688643455505
1658795652.5501363,1129,0.6752856969833374
1658795656.0881383,1139,0.8179711103439331
1658795659.6651402,1149,0.8100587725639343
1658795664.8622942,1159,0.7327685356140137
1658795668.4272811,1169,0.6872131824493408
1658795671.986287,1179,0.7119918465614319
1658795677.1701114,1189,0.7864543199539185
1658795680.7901003,1199,0.6943613290786743
1658795684.382101,1209,0.6430872082710266
1658795687.9621062,1219,0.7116126418113708
1658795693.1721966,1229,0.7384276390075684
1658795696.726197,1239,0.6235819458961487
1658795700.3411968,1249,0.7928310036659241
1658795703.9272118,1259,0.820281982421875
1658795709.0892031,1269,0.7861893773078918
1658795712.6822045,1279,0.7065750956535339
1658795716.2422078,1289,0.7923769950866699
1658795721.4381924,1299,0.8222033381462097
1658795725.0511892,1309,0.6544966101646423
1658795728.6171913,1319,0.8336126804351807
1658795732.2061892,1329,0.7866422533988953
1658795737.3860452,1339,0.7600533366203308
1658795740.965032,1349,0.6794785261154175
1658795744.5430303,1359,0.775342583656311
1658795749.7598553,1369,0.7551478743553162
1658795753.3608499,1379,0.7538007497787476
1658795756.9838495,1389,0.6441076993942261
1658795760.574852,1399,0.770962119102478
1658795765.7077868,1409,0.6598621606826782
1658795769.2997987,1419,0.5923370122909546
1658795772.8927898,1429,0.8592065572738647
1658795776.4617865,1439,0.8153200745582581
1658795781.606124,1449,0.8303068280220032
1658795785.195105,1459,0.7638624906539917
1658795788.7811043,1469,0.8453047275543213
1658795793.9666624,1479,0.8527019023895264
1658795797.5386636,1489,0.7338002920150757
1658795801.128662,1499,0.8372659087181091
1658795804.707661,1509,0.8462456464767456
