Wall time,Step,Value
1658880883.3289347,9,0.2602654993534088
1658880898.9638684,19,0.3404858112335205
1658880914.754901,29,0.5743485689163208
1658880946.4481735,39,0.5731770992279053
1658880975.1960897,49,0.6208867430686951
1658881003.3000576,59,0.6667690277099609
1658881031.5660563,69,0.5961992144584656
1658881061.507806,79,0.540203869342804
1658881089.6138687,89,0.5410693287849426
1658881117.8029768,99,0.6288029551506042
1658881148.2949784,109,0.5928723812103271
1658881177.463974,119,0.5111605525016785
1658881206.6640284,129,0.5923370718955994
1658881235.7209766,139,0.6340246796607971
1658881265.395854,149,0.6373099684715271
1658881293.490849,159,0.5629244446754456
1658881321.5888815,169,0.7017407417297363
1658881350.6988719,179,0.7128893733024597
1658881381.6201086,189,0.6646499633789062
1658881410.8551223,199,0.5775613188743591
1658881439.982126,209,0.6962218880653381
1658881471.2181132,219,0.7200283408164978
1658881500.756111,229,0.7219458222389221
1658881530.065113,239,0.7104551196098328
1658881559.175131,249,0.6820922493934631
1658881590.2726264,259,0.7377426624298096
1658881619.3727212,269,0.59983229637146
1658881648.4966257,279,0.6582421064376831
1658881679.5123107,289,0.6698693037033081
1658881708.588371,299,0.6448204517364502
1658881737.6783152,309,0.6162497997283936
1658881766.931316,319,0.7297717332839966
1658881797.7284904,329,0.7147398591041565
1658881826.7694707,339,0.4936549663543701
1658881855.8204732,349,0.7460455894470215
1658881884.8954718,359,0.7660031914710999
1658881915.3733788,369,0.6314409375190735
1658881943.5097299,379,0.5875351428985596
1658881971.6727288,389,0.7554378509521484
1658882001.5389988,399,0.7424024939537048
1658882029.5959368,409,0.6818035840988159
1658882057.6938145,419,0.7276650071144104
1658882086.2248008,429,0.7580562829971313
1658882116.282798,439,0.6666959524154663
1658882145.3227978,449,0.6251512169837952
1658882173.8087971,459,0.7124390006065369
1658882203.347067,469,0.6850561499595642
1658882231.162241,479,0.7175506949424744
1658882258.9982383,489,0.7137686610221863
1658882286.7951846,499,0.7557345628738403
1658882316.2295778,509,0.7200133204460144
1658882344.0352292,519,0.5928400754928589
1658882371.824942,529,0.7761090397834778
1658882399.6529295,539,0.7645418643951416
1658882429.178867,549,0.6615172624588013
1658882457.0388482,559,0.6301153302192688
1658882484.8268628,569,0.7987051606178284
1658882514.3028672,579,0.8036711812019348
1658882542.0818675,589,0.7011204361915588
1658882569.8898838,599,0.8005256056785583
1658882597.701931,609,0.7588160634040833
1658882627.187344,619,0.6676398515701294
1658882655.0543532,629,0.6307039856910706
