Wall time,Step,Value
1658902467.441565,9,0.3634050488471985
1658902491.5712986,19,0.2966270446777344
1658902515.3383539,29,0.24198126792907715
1658902543.3143895,39,0.2385862171649933
1658902567.0923822,49,0.16240137815475464
1658902590.8253222,59,0.16316641867160797
1658902614.5108826,69,0.16050641238689423
1658902641.6454175,79,0.1544567495584488
1658902665.328415,89,0.15534572303295135
1658902689.0514207,99,0.14958763122558594
1658902716.1517153,109,0.1347152292728424
1658902739.8749464,119,0.11831048130989075
1658902763.6435018,129,0.15621472895145416
1658902787.3904593,139,0.11676730215549469
1658902814.5654805,149,0.10032768547534943
1658902838.2985933,159,0.14654801785945892
1658902862.0158756,169,0.08365979790687561
1658902885.7851624,179,0.11275696754455566
1658902912.8480968,189,0.10396747291088104
1658902936.5800815,199,0.09960804879665375
1658902960.2840657,209,0.07842357456684113
1658902987.4750817,219,0.12133756279945374
1658903011.2300947,229,0.09757953882217407
1658903034.9583616,239,0.07999756932258606
1658903058.7243626,249,0.07961222529411316
1658903085.902,259,0.09444966912269592
1658903109.6491852,269,0.10574287176132202
1658903133.3511996,279,0.12295027077198029
1658903160.5058255,289,0.11360174417495728
1658903184.2144508,299,0.09459713101387024
1658903207.9321392,309,0.11662700772285461
1658903231.649121,319,0.08417987823486328
1658903258.7828405,329,0.10154297947883606
1658903282.5324867,339,0.13119332492351532
1658903306.2714558,349,0.07605813443660736
1658903330.015142,359,0.0786333978176117
1658903357.1150475,369,0.102914959192276
1658903380.8260171,379,0.09842623770236969
1658903404.613003,389,0.08831098675727844
1658903431.7260282,399,0.11804473400115967
1658903455.484025,409,0.08229759335517883
1658903479.2800934,419,0.08596266806125641
1658903503.229096,429,0.0709647685289383
1658903530.4307144,439,0.07775627076625824
1658903554.2317538,449,0.09394338726997375
1658903577.9839864,459,0.11290736496448517
1658903605.1740105,469,0.0875769555568695
1658903628.8850365,479,0.060393065214157104
1658903652.5747862,489,0.0877373218536377
1658903676.355774,499,0.0812692642211914
1658903703.4839308,509,0.0792941153049469
1658903727.2469444,519,0.10265958309173584
1658903751.0599847,529,0.058702364563941956
1658903774.8256917,539,0.07103130221366882
1658903801.980222,549,0.06944839656352997
1658903825.7219071,559,0.07074268162250519
1658903849.5638235,569,0.07177504897117615
1658903876.5515716,579,0.06882967054843903
1658903900.2826803,589,0.06264528632164001
1658903924.0677814,599,0.05624249577522278
1658903947.813705,609,0.05670483410358429
1658903974.9725811,619,0.07234904170036316
1658903998.697929,629,0.10137638449668884
1658904022.4316473,639,0.08150915801525116
1658904049.4961758,649,0.10664030909538269
1658904073.2811759,659,0.06365935504436493
1658904097.0952528,669,0.0965060442686081
1658904120.8843014,679,0.06504274904727936
1658904147.9284859,689,0.07048872113227844
1658904171.6920824,699,0.10936370491981506
1658904195.3660145,709,0.03873419761657715
1658904219.127852,719,0.0768289566040039
1658904246.2793965,729,0.07823348045349121
1658904270.0304828,739,0.08360585570335388
1658904293.7204804,749,0.052465856075286865
1658904320.8143618,759,0.08337530493736267
1658904344.5633626,769,0.07163140177726746
1658904368.3622189,779,0.06144930422306061
1658904392.0790358,789,0.06765912473201752
1658904419.1825151,799,0.08935192227363586
1658904442.898294,809,0.07851342856884003
1658904466.617287,819,0.08067163825035095
1658904493.7490666,829,0.08022244274616241
1658904517.4878561,839,0.051643311977386475
1658904541.2148502,849,0.07723821699619293
1658904565.0138555,859,0.07777605950832367
1658904592.0547671,869,0.06204137206077576
1658904615.767751,879,0.0979633629322052
1658904639.462904,889,0.03814533352851868
1658904663.259753,899,0.0498092919588089
1658904690.3892145,909,0.05252182483673096
1658904714.1632054,919,0.06439346075057983
1658904737.9201777,929,0.056620121002197266
1658904764.9761076,939,0.08136291801929474
1658904788.6640432,949,0.05697965621948242
1658904812.4453714,959,0.05307278037071228
1658904836.2132616,969,0.05608341097831726
1658904863.2627065,979,0.06296992301940918
1658904887.013705,989,0.07589849829673767
1658904910.7270684,999,0.08200953900814056
1658904937.8164325,1009,0.07349075376987457
1658904961.4994645,1019,0.044303178787231445
1658904985.2134862,1029,0.0797317773103714
1658905008.9784656,1039,0.05139389634132385
1658905036.1387732,1049,0.06776301562786102
1658905059.8797643,1059,0.10098236799240112
1658905083.6580765,1069,0.03734385967254639
1658905107.3989897,1079,0.051274582743644714
1658905134.511782,1089,0.05556708574295044
1658905158.2464063,1099,0.07126940786838531
1658905181.9884808,1109,0.050402432680130005
1658905209.1004553,1119,0.08134807646274567
1658905232.8315265,1129,0.06812041997909546
1658905256.618396,1139,0.06510782241821289
1658905280.4130766,1149,0.06215803325176239
1658905307.5478144,1159,0.06135024130344391
1658905331.3548121,1169,0.06933784484863281
1658905355.0788054,1179,0.07535083591938019
